#r	psi(r)	exact_f0(r)
0.336148	0.240183	0.240183
0.336201	0.240209	0.240209
0.336255	0.240234	0.240234
0.336309	0.240259	0.24026
0.336362	0.240285	0.240285
0.336416	0.24031	0.240311
0.33647	0.240336	0.240336
0.336523	0.240361	0.240361
0.336577	0.240387	0.240387
0.336631	0.240412	0.240412
0.336684	0.240437	0.240438
0.336738	0.240463	0.240463
0.336792	0.240488	0.240489
0.336845	0.240514	0.240514
0.336899	0.240539	0.240539
0.336953	0.240565	0.240565
0.337006	0.24059	0.24059
0.33706	0.240615	0.240616
0.337114	0.240641	0.240641
0.337167	0.240666	0.240666
0.337221	0.240692	0.240692
0.337275	0.240717	0.240717
0.337328	0.240742	0.240743
0.337382	0.240768	0.240768
0.337436	0.240793	0.240793
0.33749	0.240819	0.240819
0.337543	0.240844	0.240844
0.337597	0.240869	0.24087
0.337651	0.240895	0.240895
0.337704	0.24092	0.24092
0.337758	0.240945	0.240946
0.337812	0.240971	0.240971
0.337865	0.240996	0.240996
0.337919	0.241022	0.241022
0.337973	0.241047	0.241047
0.338027	0.241072	0.241073
0.33808	0.241098	0.241098
0.338134	0.241123	0.241123
0.338188	0.241148	0.241149
0.338241	0.241174	0.241174
0.338295	0.241199	0.241199
0.338349	0.241224	0.241225
0.338403	0.24125	0.24125
0.338456	0.241275	0.241275
0.33851	0.2413	0.241301
0.338564	0.241326	0.241326
0.338618	0.241351	0.241351
0.338671	0.241376	0.241377
0.338725	0.241402	0.241402
0.338779	0.241427	0.241427
0.338833	0.241452	0.241453
0.338886	0.241478	0.241478
0.33894	0.241503	0.241503
0.338994	0.241528	0.241529
0.339048	0.241554	0.241554
0.339101	0.241579	0.241579
0.339155	0.241604	0.241605
0.339209	0.24163	0.24163
0.339263	0.241655	0.241655
0.339316	0.24168	0.24168
0.33937	0.241705	0.241706
0.339424	0.241731	0.241731
0.339478	0.241756	0.241756
0.339531	0.241781	0.241782
0.339585	0.241807	0.241807
0.339639	0.241832	0.241832
0.339693	0.241857	0.241857
0.339746	0.241882	0.241883
0.3398	0.241908	0.241908
0.339854	0.241933	0.241933
0.339908	0.241958	0.241959
0.339961	0.241984	0.241984
0.340015	0.242009	0.242009
0.340069	0.242034	0.242034
0.340123	0.242059	0.24206
0.340177	0.242085	0.242085
0.34023	0.24211	0.24211
0.340284	0.242135	0.242135
0.340338	0.24216	0.242161
0.340392	0.242186	0.242186
0.340446	0.242211	0.242211
0.340499	0.242236	0.242236
0.340553	0.242261	0.242262
0.340607	0.242287	0.242287
0.340661	0.242312	0.242312
0.340715	0.242337	0.242337
0.340768	0.242362	0.242363
0.340822	0.242387	0.242388
0.340876	0.242413	0.242413
0.34093	0.242438	0.242438
0.340984	0.242463	0.242463
0.341037	0.242488	0.242489
0.341091	0.242514	0.242514
0.341145	0.242539	0.242539
0.341199	0.242564	0.242564
0.341253	0.242589	0.242589
0.341306	0.242614	0.242615
0.34136	0.24264	0.24264
0.341414	0.242665	0.242665
0.341468	0.24269	0.24269
0.341522	0.242715	0.242715
0.341576	0.24274	0.242741
0.341629	0.242766	0.242766
0.341683	0.242791	0.242791
0.341737	0.242816	0.242816
0.341791	0.242841	0.242841
0.341845	0.242866	0.242867
0.341899	0.242891	0.242892
0.341952	0.242917	0.242917
0.342006	0.242942	0.242942
0.34206	0.242967	0.242967
0.342114	0.242992	0.242992
0.342168	0.243017	0.243018
0.342222	0.243042	0.243043
0.342276	0.243068	0.243068
0.342329	0.243093	0.243093
0.342383	0.243118	0.243118
0.342437	0.243143	0.243143
0.342491	0.243168	0.243168
0.342545	0.243193	0.243194
0.342599	0.243218	0.243219
0.342653	0.243244	0.243244
0.342706	0.243269	0.243269
0.34276	0.243294	0.243294
0.342814	0.243319	0.243319
0.342868	0.243344	0.243344
0.342922	0.243369	0.24337
0.342976	0.243394	0.243395
0.34303	0.243419	0.24342
0.343084	0.243445	0.243445
0.343137	0.24347	0.24347
0.343191	0.243495	0.243495
0.343245	0.24352	0.24352
0.343299	0.243545	0.243545
0.343353	0.24357	0.24357
0.343407	0.243595	0.243596
0.343461	0.24362	0.243621
0.343515	0.243645	0.243646
0.343569	0.243671	0.243671
0.343622	0.243696	0.243696
0.343676	0.243721	0.243721
0.34373	0.243746	0.243746
0.343784	0.243771	0.243771
0.343838	0.243796	0.243796
0.343892	0.243821	0.243821
0.343946	0.243846	0.243846
0.344	0.243871	0.243871
0.344054	0.243896	0.243897
0.344108	0.243921	0.243922
0.344161	0.243946	0.243947
0.344215	0.243971	0.243972
0.344269	0.243996	0.243997
0.344323	0.244022	0.244022
0.344377	0.244047	0.244047
0.344431	0.244072	0.244072
0.344485	0.244097	0.244097
0.344539	0.244122	0.244122
0.344593	0.244147	0.244147
0.344647	0.244172	0.244172
0.344701	0.244197	0.244197
0.344755	0.244222	0.244222
0.344809	0.244247	0.244247
0.344863	0.244272	0.244272
0.344916	0.244297	0.244297
0.34497	0.244322	0.244322
0.345024	0.244347	0.244347
0.345078	0.244372	0.244372
0.345132	0.244397	0.244397
0.345186	0.244422	0.244422
0.34524	0.244447	0.244447
0.345294	0.244472	0.244472
0.345348	0.244497	0.244497
0.345402	0.244522	0.244522
0.345456	0.244547	0.244547
0.34551	0.244572	0.244572
0.345564	0.244597	0.244597
0.345618	0.244622	0.244622
0.345672	0.244647	0.244647
0.345726	0.244672	0.244672
0.34578	0.244697	0.244697
0.345834	0.244722	0.244722
0.345888	0.244747	0.244747
0.345942	0.244772	0.244772
0.345996	0.244797	0.244797
0.34605	0.244822	0.244822
0.346104	0.244847	0.244847
0.346157	0.244872	0.244872
0.346211	0.244897	0.244897
0.346265	0.244922	0.244922
0.346319	0.244947	0.244947
0.346373	0.244972	0.244972
0.346427	0.244997	0.244997
0.346481	0.245022	0.245022
0.346535	0.245047	0.245047
0.346589	0.245072	0.245072
0.346643	0.245096	0.245097
0.346697	0.245121	0.245122
0.346751	0.245146	0.245147
0.346805	0.245171	0.245172
0.346859	0.245196	0.245197
0.346913	0.245221	0.245221
0.346967	0.245246	0.245246
0.347021	0.245271	0.245271
0.347075	0.245296	0.245296
0.347129	0.245321	0.245321
0.347183	0.245346	0.245346
0.347237	0.245371	0.245371
0.347291	0.245396	0.245396
0.347345	0.245421	0.245421
0.347399	0.245445	0.245446
0.347453	0.24547	0.245471
0.347507	0.245495	0.245496
0.347562	0.24552	0.24552
0.347616	0.245545	0.245545
0.34767	0.24557	0.24557
0.347724	0.245595	0.245595
0.347778	0.24562	0.24562
0.347832	0.245645	0.245645
0.347886	0.245669	0.24567
0.34794	0.245694	0.245695
0.347994	0.245719	0.24572
0.348048	0.245744	0.245744
0.348102	0.245769	0.245769
0.348156	0.245794	0.245794
0.34821	0.245819	0.245819
0.348264	0.245844	0.245844
0.348318	0.245868	0.245869
0.348372	0.245893	0.245894
0.348426	0.245918	0.245918
0.34848	0.245943	0.245943
0.348534	0.245968	0.245968
0.348588	0.245993	0.245993
0.348642	0.246018	0.246018
0.348696	0.246042	0.246043
0.34875	0.246067	0.246068
0.348805	0.246092	0.246092
0.348859	0.246117	0.246117
0.348913	0.246142	0.246142
0.348967	0.246167	0.246167
0.349021	0.246191	0.246192
0.349075	0.246216	0.246217
0.349129	0.246241	0.246241
0.349183	0.246266	0.246266
0.349237	0.246291	0.246291
0.349291	0.246316	0.246316
0.349345	0.24634	0.246341
0.349399	0.246365	0.246365
0.349453	0.24639	0.24639
0.349508	0.246415	0.246415
0.349562	0.24644	0.24644
0.349616	0.246464	0.246465
0.34967	0.246489	0.24649
0.349724	0.246514	0.246514
0.349778	0.246539	0.246539
0.349832	0.246564	0.246564
0.349886	0.246588	0.246589
0.34994	0.246613	0.246613
0.349994	0.246638	0.246638
0.350048	0.246663	0.246663
0.350103	0.246688	0.246688
0.350157	0.246712	0.246713
0.350211	0.246737	0.246737
0.350265	0.246762	0.246762
0.350319	0.246787	0.246787
0.350373	0.246811	0.246812
0.350427	0.246836	0.246836
0.350481	0.246861	0.246861
0.350536	0.246886	0.246886
0.35059	0.24691	0.246911
0.350644	0.246935	0.246935
0.350698	0.24696	0.24696
0.350752	0.246985	0.246985
0.350806	0.247009	0.24701
0.35086	0.247034	0.247034
0.350914	0.247059	0.247059
0.350969	0.247084	0.247084
0.351023	0.247108	0.247109
0.351077	0.247133	0.247133
0.351131	0.247158	0.247158
0.351185	0.247183	0.247183
0.351239	0.247207	0.247208
0.351293	0.247232	0.247232
0.351348	0.247257	0.247257
0.351402	0.247281	0.247282
0.351456	0.247306	0.247306
0.35151	0.247331	0.247331
0.351564	0.247356	0.247356
0.351618	0.24738	0.247381
0.351672	0.247405	0.247405
0.351727	0.24743	0.24743
0.351781	0.247454	0.247455
0.351835	0.247479	0.247479
0.351889	0.247504	0.247504
0.351943	0.247528	0.247529
0.351997	0.247553	0.247553
0.352052	0.247578	0.247578
0.352106	0.247603	0.247603
0.35216	0.247627	0.247627
0.352214	0.247652	0.247652
0.352268	0.247677	0.247677
0.352322	0.247701	0.247702
0.352377	0.247726	0.247726
0.352431	0.247751	0.247751
0.352485	0.247775	0.247776
0.352539	0.2478	0.2478
0.352593	0.247825	0.247825
0.352648	0.247849	0.247849
0.352702	0.247874	0.247874
0.352756	0.247898	0.247899
0.35281	0.247923	0.247923
0.352864	0.247948	0.247948
0.352919	0.247972	0.247973
0.352973	0.247997	0.247997
0.353027	0.248022	0.248022
0.353081	0.248046	0.248047
0.353135	0.248071	0.248071
0.35319	0.248096	0.248096
0.353244	0.24812	0.248121
0.353298	0.248145	0.248145
0.353352	0.248169	0.24817
0.353406	0.248194	0.248194
0.353461	0.248219	0.248219
0.353515	0.248243	0.248244
0.353569	0.248268	0.248268
0.353623	0.248293	0.248293
0.353678	0.248317	0.248317
0.353732	0.248342	0.248342
0.353786	0.248366	0.248367
0.35384	0.248391	0.248391
0.353894	0.248416	0.248416
0.353949	0.24844	0.24844
0.354003	0.248465	0.248465
0.354057	0.248489	0.24849
0.354111	0.248514	0.248514
0.354166	0.248539	0.248539
0.35422	0.248563	0.248563
0.354274	0.248588	0.248588
0.354328	0.248612	0.248613
0.354383	0.248637	0.248637
0.354437	0.248661	0.248662
0.354491	0.248686	0.248686
0.354545	0.248711	0.248711
0.3546	0.248735	0.248735
0.354654	0.24876	0.24876
0.354708	0.248784	0.248785
0.354762	0.248809	0.248809
0.354817	0.248833	0.248834
0.354871	0.248858	0.248858
0.354925	0.248882	0.248883
0.354979	0.248907	0.248907
0.355034	0.248932	0.248932
0.355088	0.248956	0.248956
0.355142	0.248981	0.248981
0.355197	0.249005	0.249005
0.355251	0.24903	0.24903
0.355305	0.249054	0.249055
0.355359	0.249079	0.249079
0.355414	0.249103	0.249104
0.355468	0.249128	0.249128
0.355522	0.249152	0.249153
0.355577	0.249177	0.249177
0.355631	0.249201	0.249202
0.355685	0.249226	0.249226
0.355739	0.24925	0.249251
0.355794	0.249275	0.249275
0.355848	0.249299	0.2493
0.355902	0.249324	0.249324
0.355957	0.249348	0.249349
0.356011	0.249373	0.249373
0.356065	0.249397	0.249398
0.35612	0.249422	0.249422
0.356174	0.249446	0.249447
0.356228	0.249471	0.249471
0.356282	0.249495	0.249496
0.356337	0.24952	0.24952
0.356391	0.249544	0.249545
0.356445	0.249569	0.249569
0.3565	0.249593	0.249594
0.356554	0.249618	0.249618
0.356608	0.249642	0.249642
0.356663	0.249667	0.249667
0.356717	0.249691	0.249691
0.356771	0.249716	0.249716
0.356826	0.24974	0.24974
0.35688	0.249764	0.249765
0.356934	0.249789	0.249789
0.356989	0.249813	0.249814
0.357043	0.249838	0.249838
0.357097	0.249862	0.249863
0.357152	0.249887	0.249887
0.357206	0.249911	0.249911
0.35726	0.249936	0.249936
0.357315	0.24996	0.24996
0.357369	0.249984	0.249985
0.357423	0.250009	0.250009
0.357478	0.250033	0.250034
0.357532	0.250058	0.250058
0.357586	0.250082	0.250082
0.357641	0.250107	0.250107
0.357695	0.250131	0.250131
0.35775	0.250155	0.250156
0.357804	0.25018	0.25018
0.357858	0.250204	0.250205
0.357913	0.250229	0.250229
0.357967	0.250253	0.250253
0.358021	0.250277	0.250278
0.358076	0.250302	0.250302
0.35813	0.250326	0.250327
0.358184	0.250351	0.250351
0.358239	0.250375	0.250375
0.358293	0.250399	0.2504
0.358348	0.250424	0.250424
0.358402	0.250448	0.250448
0.358456	0.250473	0.250473
0.358511	0.250497	0.250497
0.358565	0.250521	0.250522
0.35862	0.250546	0.250546
0.358674	0.25057	0.25057
0.358728	0.250594	0.250595
0.358783	0.250619	0.250619
0.358837	0.250643	0.250643
0.358892	0.250668	0.250668
0.358946	0.250692	0.250692
0.359	0.250716	0.250717
0.359055	0.250741	0.250741
0.359109	0.250765	0.250765
0.359164	0.250789	0.25079
0.359218	0.250814	0.250814
0.359272	0.250838	0.250838
0.359327	0.250862	0.250863
0.359381	0.250887	0.250887
0.359436	0.250911	0.250911
0.35949	0.250935	0.250936
0.359544	0.25096	0.25096
0.359599	0.250984	0.250984
0.359653	0.251008	0.251009
0.359708	0.251033	0.251033
0.359762	0.251057	0.251057
0.359817	0.251081	0.251082
0.359871	0.251106	0.251106
0.359925	0.25113	0.25113
0.35998	0.251154	0.251154
0.360034	0.251178	0.251179
0.360089	0.251203	0.251203
0.360143	0.251227	0.251227
0.360198	0.251251	0.251252
0.360252	0.251276	0.251276
0.360306	0.2513	0.2513
0.360361	0.251324	0.251325
0.360415	0.251349	0.251349
0.36047	0.251373	0.251373
0.360524	0.251397	0.251397
0.360579	0.251421	0.251422
0.360633	0.251446	0.251446
0.360688	0.25147	0.25147
0.360742	0.251494	0.251495
0.360797	0.251518	0.251519
0.360851	0.251543	0.251543
0.360906	0.251567	0.251567
0.36096	0.251591	0.251592
0.361014	0.251616	0.251616
0.361069	0.25164	0.25164
0.361123	0.251664	0.251664
0.361178	0.251688	0.251689
0.361232	0.251713	0.251713
0.361287	0.251737	0.251737
0.361341	0.251761	0.251761
0.361396	0.251785	0.251786
0.36145	0.25181	0.25181
0.361505	0.251834	0.251834
0.361559	0.251858	0.251858
0.361614	0.251882	0.251883
0.361668	0.251906	0.251907
0.361723	0.251931	0.251931
0.361777	0.251955	0.251955
0.361832	0.251979	0.251979
0.361886	0.252003	0.252004
0.361941	0.252028	0.252028
0.361995	0.252052	0.252052
0.36205	0.252076	0.252076
0.362104	0.2521	0.252101
0.362159	0.252124	0.252125
0.362213	0.252149	0.252149
0.362268	0.252173	0.252173
0.362322	0.252197	0.252197
0.362377	0.252221	0.252222
0.362431	0.252245	0.252246
0.362486	0.25227	0.25227
0.36254	0.252294	0.252294
0.362595	0.252318	0.252318
0.362649	0.252342	0.252342
0.362704	0.252366	0.252367
0.362758	0.252391	0.252391
0.362813	0.252415	0.252415
0.362868	0.252439	0.252439
0.362922	0.252463	0.252463
0.362977	0.252487	0.252488
0.363031	0.252511	0.252512
0.363086	0.252536	0.252536
0.36314	0.25256	0.25256
0.363195	0.252584	0.252584
0.363249	0.252608	0.252608
0.363304	0.252632	0.252632
0.363358	0.252656	0.252657
0.363413	0.25268	0.252681
0.363468	0.252705	0.252705
0.363522	0.252729	0.252729
0.363577	0.252753	0.252753
0.363631	0.252777	0.252777
0.363686	0.252801	0.252801
0.36374	0.252825	0.252826
0.363795	0.252849	0.25285
0.363849	0.252874	0.252874
0.363904	0.252898	0.252898
0.363959	0.252922	0.252922
0.364013	0.252946	0.252946
0.364068	0.25297	0.25297
0.364122	0.252994	0.252994
0.364177	0.253018	0.253019
0.364231	0.253042	0.253043
0.364286	0.253066	0.253067
0.364341	0.253091	0.253091
0.364395	0.253115	0.253115
0.36445	0.253139	0.253139
0.364504	0.253163	0.253163
0.364559	0.253187	0.253187
0.364614	0.253211	0.253211
0.364668	0.253235	0.253235
0.364723	0.253259	0.25326
0.364777	0.253283	0.253284
0.364832	0.253307	0.253308
0.364887	0.253331	0.253332
0.364941	0.253356	0.253356
0.364996	0.25338	0.25338
0.36505	0.253404	0.253404
0.365105	0.253428	0.253428
0.36516	0.253452	0.253452
0.365214	0.253476	0.253476
0.365269	0.2535	0.2535
0.365323	0.253524	0.253524
0.365378	0.253548	0.253548
0.365433	0.253572	0.253572
0.365487	0.253596	0.253596
0.365542	0.25362	0.25362
0.365597	0.253644	0.253645
0.365651	0.253668	0.253669
0.365706	0.253692	0.253693
0.36576	0.253716	0.253717
0.365815	0.25374	0.253741
0.36587	0.253764	0.253765
0.365924	0.253788	0.253789
0.365979	0.253812	0.253813
0.366034	0.253836	0.253837
0.366088	0.25386	0.253861
0.366143	0.253885	0.253885
0.366198	0.253909	0.253909
0.366252	0.253933	0.253933
0.366307	0.253957	0.253957
0.366361	0.253981	0.253981
0.366416	0.254005	0.254005
0.366471	0.254029	0.254029
0.366525	0.254053	0.254053
0.36658	0.254077	0.254077
0.366635	0.254101	0.254101
0.366689	0.254125	0.254125
0.366744	0.254149	0.254149
0.366799	0.254173	0.254173
0.366853	0.254197	0.254197
0.366908	0.25422	0.254221
0.366963	0.254244	0.254245
0.367017	0.254268	0.254269
0.367072	0.254292	0.254293
0.367127	0.254316	0.254317
0.367181	0.25434	0.254341
0.367236	0.254364	0.254365
0.367291	0.254388	0.254389
0.367346	0.254412	0.254413
0.3674	0.254436	0.254437
0.367455	0.25446	0.254461
0.36751	0.254484	0.254484
0.367564	0.254508	0.254508
0.367619	0.254532	0.254532
0.367674	0.254556	0.254556
0.367728	0.25458	0.25458
0.367783	0.254604	0.254604
0.367838	0.254628	0.254628
0.367892	0.254652	0.254652
0.367947	0.254676	0.254676
0.368002	0.2547	0.2547
0.368057	0.254724	0.254724
0.368111	0.254747	0.254748
0.368166	0.254771	0.254772
0.368221	0.254795	0.254796
0.368275	0.254819	0.25482
0.36833	0.254843	0.254843
0.368385	0.254867	0.254867
0.36844	0.254891	0.254891
0.368494	0.254915	0.254915
0.368549	0.254939	0.254939
0.368604	0.254963	0.254963
0.368659	0.254987	0.254987
0.368713	0.25501	0.255011
0.368768	0.255034	0.255035
0.368823	0.255058	0.255059
0.368877	0.255082	0.255083
0.368932	0.255106	0.255106
0.368987	0.25513	0.25513
0.369042	0.255154	0.255154
0.369096	0.255178	0.255178
0.369151	0.255202	0.255202
0.369206	0.255225	0.255226
0.369261	0.255249	0.25525
0.369315	0.255273	0.255274
0.36937	0.255297	0.255297
0.369425	0.255321	0.255321
0.36948	0.255345	0.255345
0.369534	0.255369	0.255369
0.369589	0.255393	0.255393
0.369644	0.255416	0.255417
0.369699	0.25544	0.255441
0.369754	0.255464	0.255464
0.369808	0.255488	0.255488
0.369863	0.255512	0.255512
0.369918	0.255536	0.255536
0.369973	0.255559	0.25556
0.370027	0.255583	0.255584
0.370082	0.255607	0.255607
0.370137	0.255631	0.255631
0.370192	0.255655	0.255655
0.370247	0.255679	0.255679
0.370301	0.255702	0.255703
0.370356	0.255726	0.255727
0.370411	0.25575	0.25575
0.370466	0.255774	0.255774
0.37052	0.255798	0.255798
0.370575	0.255822	0.255822
0.37063	0.255845	0.255846
0.370685	0.255869	0.255869
0.37074	0.255893	0.255893
0.370794	0.255917	0.255917
0.370849	0.255941	0.255941
0.370904	0.255964	0.255965
0.370959	0.255988	0.255988
0.371014	0.256012	0.256012
0.371069	0.256036	0.256036
0.371123	0.256059	0.25606
0.371178	0.256083	0.256084
0.371233	0.256107	0.256107
0.371288	0.256131	0.256131
0.371343	0.256155	0.256155
0.371397	0.256178	0.256179
0.371452	0.256202	0.256202
0.371507	0.256226	0.256226
0.371562	0.25625	0.25625
0.371617	0.256273	0.256274
0.371672	0.256297	0.256298
0.371726	0.256321	0.256321
0.371781	0.256345	0.256345
0.371836	0.256368	0.256369
0.371891	0.256392	0.256393
0.371946	0.256416	0.256416
0.372001	0.25644	0.25644
0.372055	0.256463	0.256464
0.37211	0.256487	0.256488
0.372165	0.256511	0.256511
0.37222	0.256535	0.256535
0.372275	0.256558	0.256559
0.37233	0.256582	0.256582
0.372385	0.256606	0.256606
0.372439	0.25663	0.25663
0.372494	0.256653	0.256654
0.372549	0.256677	0.256677
0.372604	0.256701	0.256701
0.372659	0.256724	0.256725
0.372714	0.256748	0.256749
0.372769	0.256772	0.256772
0.372824	0.256796	0.256796
0.372878	0.256819	0.25682
0.372933	0.256843	0.256843
0.372988	0.256867	0.256867
0.373043	0.25689	0.256891
0.373098	0.256914	0.256914
0.373153	0.256938	0.256938
0.373208	0.256961	0.256962
0.373263	0.256985	0.256985
0.373318	0.257009	0.257009
0.373372	0.257033	0.257033
0.373427	0.257056	0.257057
0.373482	0.25708	0.25708
0.373537	0.257104	0.257104
0.373592	0.257127	0.257128
0.373647	0.257151	0.257151
0.373702	0.257175	0.257175
0.373757	0.257198	0.257199
0.373812	0.257222	0.257222
0.373867	0.257246	0.257246
0.373921	0.257269	0.25727
0.373976	0.257293	0.257293
0.374031	0.257316	0.257317
0.374086	0.25734	0.25734
0.374141	0.257364	0.257364
0.374196	0.257387	0.257388
0.374251	0.257411	0.257411
0.374306	0.257435	0.257435
0.374361	0.257458	0.257459
0.374416	0.257482	0.257482
0.374471	0.257506	0.257506
0.374526	0.257529	0.25753
0.374581	0.257553	0.257553
0.374635	0.257576	0.257577
0.37469	0.2576	0.2576
0.374745	0.257624	0.257624
0.3748	0.257647	0.257648
0.374855	0.257671	0.257671
0.37491	0.257695	0.257695
0.374965	0.257718	0.257719
0.37502	0.257742	0.257742
0.375075	0.257765	0.257766
0.37513	0.257789	0.257789
0.375185	0.257813	0.257813
0.37524	0.257836	0.257837
0.375295	0.25786	0.25786
0.37535	0.257883	0.257884
0.375405	0.257907	0.257907
0.37546	0.257931	0.257931
0.375515	0.257954	0.257954
0.37557	0.257978	0.257978
0.375625	0.258001	0.258002
0.37568	0.258025	0.258025
0.375735	0.258048	0.258049
0.37579	0.258072	0.258072
0.375845	0.258096	0.258096
0.3759	0.258119	0.258119
0.375955	0.258143	0.258143
0.37601	0.258166	0.258167
0.376065	0.25819	0.25819
0.37612	0.258213	0.258214
0.376175	0.258237	0.258237
0.37623	0.25826	0.258261
0.376285	0.258284	0.258284
0.37634	0.258308	0.258308
0.376395	0.258331	0.258331
0.37645	0.258355	0.258355
0.376505	0.258378	0.258378
0.37656	0.258402	0.258402
0.376615	0.258425	0.258426
0.37667	0.258449	0.258449
0.376725	0.258472	0.258473
0.37678	0.258496	0.258496
0.376835	0.258519	0.25852
0.37689	0.258543	0.258543
0.376945	0.258566	0.258567
0.377	0.25859	0.25859
0.377055	0.258613	0.258614
0.37711	0.258637	0.258637
0.377165	0.25866	0.258661
0.37722	0.258684	0.258684
0.377275	0.258707	0.258708
0.37733	0.258731	0.258731
0.377385	0.258754	0.258755
0.37744	0.258778	0.258778
0.377495	0.258801	0.258802
0.37755	0.258825	0.258825
0.377605	0.258848	0.258849
0.37766	0.258872	0.258872
0.377715	0.258895	0.258896
0.37777	0.258919	0.258919
0.377825	0.258942	0.258943
0.37788	0.258966	0.258966
0.377935	0.258989	0.25899
0.37799	0.259013	0.259013
0.378045	0.259036	0.259036
0.3781	0.25906	0.25906
0.378155	0.259083	0.259083
0.378211	0.259106	0.259107
0.378266	0.25913	0.25913
0.378321	0.259153	0.259154
0.378376	0.259177	0.259177
0.378431	0.2592	0.259201
0.378486	0.259224	0.259224
0.378541	0.259247	0.259248
0.378596	0.259271	0.259271
0.378651	0.259294	0.259294
0.378706	0.259317	0.259318
0.378761	0.259341	0.259341
0.378816	0.259364	0.259365
0.378871	0.259388	0.259388
0.378927	0.259411	0.259412
0.378982	0.259435	0.259435
0.379037	0.259458	0.259458
0.379092	0.259481	0.259482
0.379147	0.259505	0.259505
0.379202	0.259528	0.259529
0.379257	0.259552	0.259552
0.379312	0.259575	0.259575
0.379367	0.259599	0.259599
0.379422	0.259622	0.259622
0.379478	0.259645	0.259646
0.379533	0.259669	0.259669
0.379588	0.259692	0.259692
0.379643	0.259715	0.259716
0.379698	0.259739	0.259739
0.379753	0.259762	0.259763
0.379808	0.259786	0.259786
0.379863	0.259809	0.259809
0.379918	0.259832	0.259833
0.379974	0.259856	0.259856
0.380029	0.259879	0.25988
0.380084	0.259903	0.259903
0.380139	0.259926	0.259926
0.380194	0.259949	0.25995
0.380249	0.259973	0.259973
0.380304	0.259996	0.259996
0.38036	0.260019	0.26002
0.380415	0.260043	0.260043
0.38047	0.260066	0.260066
0.380525	0.260089	0.26009
0.38058	0.260113	0.260113
0.380635	0.260136	0.260136
0.38069	0.260159	0.26016
0.380746	0.260183	0.260183
0.380801	0.260206	0.260206
0.380856	0.260229	0.26023
0.380911	0.260253	0.260253
0.380966	0.260276	0.260276
0.381021	0.260299	0.2603
0.381077	0.260323	0.260323
0.381132	0.260346	0.260346
0.381187	0.260369	0.26037
0.381242	0.260393	0.260393
0.381297	0.260416	0.260416
0.381352	0.260439	0.26044
0.381408	0.260463	0.260463
0.381463	0.260486	0.260486
0.381518	0.260509	0.26051
0.381573	0.260533	0.260533
0.381628	0.260556	0.260556
0.381683	0.260579	0.26058
0.381739	0.260602	0.260603
0.381794	0.260626	0.260626
0.381849	0.260649	0.260649
0.381904	0.260672	0.260673
0.381959	0.260696	0.260696
0.382015	0.260719	0.260719
0.38207	0.260742	0.260743
0.382125	0.260765	0.260766
0.38218	0.260789	0.260789
0.382235	0.260812	0.260812
0.382291	0.260835	0.260836
0.382346	0.260859	0.260859
0.382401	0.260882	0.260882
0.382456	0.260905	0.260905
0.382511	0.260928	0.260929
0.382567	0.260952	0.260952
0.382622	0.260975	0.260975
0.382677	0.260998	0.260998
0.382732	0.261021	0.261022
0.382788	0.261045	0.261045
0.382843	0.261068	0.261068
0.382898	0.261091	0.261091
0.382953	0.261114	0.261115
0.383009	0.261138	0.261138
0.383064	0.261161	0.261161
0.383119	0.261184	0.261184
0.383174	0.261207	0.261208
0.383229	0.26123	0.261231
0.383285	0.261254	0.261254
0.38334	0.261277	0.261277
0.383395	0.2613	0.261301
0.38345	0.261323	0.261324
0.383506	0.261347	0.261347
0.383561	0.26137	0.26137
0.383616	0.261393	0.261393
0.383671	0.261416	0.261417
0.383727	0.261439	0.26144
0.383782	0.261463	0.261463
0.383837	0.261486	0.261486
0.383893	0.261509	0.261509
0.383948	0.261532	0.261533
0.384003	0.261555	0.261556
0.384058	0.261579	0.261579
0.384114	0.261602	0.261602
0.384169	0.261625	0.261625
0.384224	0.261648	0.261648
0.384279	0.261671	0.261672
0.384335	0.261694	0.261695
0.38439	0.261718	0.261718
0.384445	0.261741	0.261741
0.384501	0.261764	0.261764
0.384556	0.261787	0.261788
0.384611	0.26181	0.261811
0.384666	0.261833	0.261834
0.384722	0.261857	0.261857
0.384777	0.26188	0.26188
0.384832	0.261903	0.261903
0.384888	0.261926	0.261926
0.384943	0.261949	0.26195
0.384998	0.261972	0.261973
0.385054	0.261996	0.261996
0.385109	0.262019	0.262019
0.385164	0.262042	0.262042
0.385219	0.262065	0.262065
0.385275	0.262088	0.262088
0.38533	0.262111	0.262112
0.385385	0.262134	0.262135
0.385441	0.262157	0.262158
0.385496	0.262181	0.262181
0.385551	0.262204	0.262204
0.385607	0.262227	0.262227
0.385662	0.26225	0.26225
0.385717	0.262273	0.262273
0.385773	0.262296	0.262297
0.385828	0.262319	0.26232
0.385883	0.262342	0.262343
0.385939	0.262365	0.262366
0.385994	0.262389	0.262389
0.386049	0.262412	0.262412
0.386105	0.262435	0.262435
0.38616	0.262458	0.262458
0.386215	0.262481	0.262481
0.386271	0.262504	0.262504
0.386326	0.262527	0.262527
0.386381	0.26255	0.262551
0.386437	0.262573	0.262574
0.386492	0.262596	0.262597
0.386548	0.262619	0.26262
0.386603	0.262642	0.262643
0.386658	0.262666	0.262666
0.386714	0.262689	0.262689
0.386769	0.262712	0.262712
0.386824	0.262735	0.262735
0.38688	0.262758	0.262758
